,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
0,1,1,4.1,775,1,27,3628,2091,800.0,1,1
1,1,0,4.1,787,1,27,2945,922,800.0,1,1
2,1,0,3.8,918,1,22,1405,743,800.0,1,1
3,0,0,3.7,88,1,78,2747,2469,300.0,1,1
4,0,0,3.8,166,4,27,3431,2119,600.0,1,1
5,1,0,3.8,286,4,27,3310,1761,600.0,1,1
6,0,0,3.6,8,57,27,5228,2139,800.0,1,1
7,1,1,4.6,2556,1,29,1999,2246,600.0,2,1
8,1,0,4.0,324,1,19,3879,719,700.0,2,1
9,1,0,4.2,504,1,19,5172,744,550.0,2,1
10,1,0,4.1,402,1,19,5173,557,500.0,2,1
11,1,1,4.2,150,1,19,2900,719,600.0,2,1
12,1,1,4.2,164,1,19,1726,615,500.0,2,1
13,0,0,4.0,424,1,19,4454,622,450.0,2,1
14,1,0,3.8,918,1,22,1405,743,800.0,2,1
15,1,0,3.8,90,1,19,2172,557,650.0,2,1
16,1,0,3.9,133,1,19,2949,692,800.0,2,1
17,1,0,3.8,144,1,19,3624,817,700.0,2,1
18,0,0,3.9,93,1,19,941,713,300.0,2,1
19,1,0,3.1,13,1,19,5228,615,400.0,2,1
20,1,0,3.0,62,1,19,484,700,400.0,2,1
21,1,0,3.7,180,1,19,3856,759,500.0,2,1
22,0,0,3.6,28,1,19,5228,685,900.0,2,1
23,1,0,3.6,62,1,81,3626,1491,600.0,2,1
24,0,0,3.7,31,1,19,5228,557,300.0,2,1
25,0,0,3.2,11,1,19,5228,578,600.0,2,1
26,1,0,3.8,75,1,26,5228,771,200.0,2,1
27,0,0,3.3,4,1,19,5228,686,500.0,2,1
28,0,0,3.3,23,1,19,5228,685,550.0,2,1
29,0,0,3.8,148,4,29,3560,1830,550.0,2,1
30,1,0,4.0,219,4,19,3855,712,600.0,2,1
31,1,0,2.8,506,1,78,600,2021,500.0,3,1
32,1,0,3.9,35,1,39,5228,263,500.0,3,1
33,1,0,3.9,172,1,39,3414,2236,750.0,3,1
34,1,0,4.2,415,1,78,4296,1817,500.0,3,1
35,1,0,3.9,230,1,39,4070,388,650.0,3,1
36,1,0,2.8,91,1,78,5228,1888,400.0,3,1
37,1,0,4.2,1647,1,27,3263,956,600.0,3,1
38,1,0,4.4,4884,32,27,1246,2113,750.0,3,1
39,1,0,4.0,17,1,78,5228,2381,150.0,3,1
40,1,0,3.8,133,4,78,1803,2556,200.0,3,1
41,0,0,3.9,28,1,65,5228,2381,300.0,3,1
42,1,0,3.9,286,1,78,566,535,500.0,3,1
43,1,0,3.9,540,1,78,3352,2252,800.0,3,1
44,1,1,4.6,2556,1,29,1999,2246,600.0,3,1
45,0,0,3.8,36,1,39,4039,1996,400.0,3,1
46,1,0,3.6,244,49,78,259,1834,300.0,3,1
47,1,0,4.0,804,49,27,770,1866,450.0,3,1
48,1,0,3.7,679,68,27,2939,950,850.0,3,1
49,1,0,3.1,245,49,78,3542,1923,300.0,3,1
50,0,0,3.7,21,1,78,5228,1761,450.0,3,1
51,1,0,4.1,28,87,78,5228,1339,150.0,3,1
52,0,0,4.3,345,1,40,2343,1449,400.0,3,1
53,1,0,4.0,618,32,27,4029,472,750.0,3,1
54,0,0,4.0,1047,1,78,3639,1486,450.0,3,1
55,1,0,3.9,627,1,39,4415,1400,450.0,3,1
56,1,0,3.8,104,1,78,5228,429,300.0,3,1
57,1,1,4.2,354,1,27,4761,218,800.0,3,1
58,0,0,3.6,55,1,78,5228,1238,200.0,3,1
59,1,0,3.7,17,1,40,5228,1159,400.0,3,1
60,0,0,4.2,244,1,27,3646,1507,800.0,3,1
61,1,1,3.6,163,49,27,4590,1387,800.0,3,1
62,1,0,3.8,58,4,78,5228,792,150.0,3,1
63,0,1,4.0,808,1,27,4401,1834,850.0,3,1
64,0,0,3.7,78,1,3,5228,254,150.0,3,1
65,1,0,4.1,1720,4,78,2263,2055,400.0,3,1
66,1,0,3.6,34,32,78,5228,2381,100.0,3,1
67,0,0,4.1,868,1,73,232,1074,1.2,3,1
68,0,0,3.8,39,1,0,5228,263,300.0,3,1
69,1,0,3.2,71,4,78,5228,536,600.0,3,1
70,1,0,3.6,6,1,92,5228,1502,500.0,3,1
71,0,0,4.1,520,1,78,5092,414,300.0,3,1
72,0,0,2.9,84,1,39,5228,824,700.0,3,1
73,0,0,3.6,299,1,78,4253,1324,300.0,3,1
74,1,0,4.1,558,4,78,248,2381,150.0,3,1
75,1,0,3.6,28,1,78,5228,502,300.0,3,1
76,0,0,3.7,22,1,78,5228,1215,500.0,3,1
77,0,0,3.8,39,1,78,2747,2421,350.0,3,1
78,1,0,3.8,153,87,49,5228,2368,500.0,3,1
79,1,0,4.2,146,1,14,252,341,400.0,3,1
80,0,0,3.5,14,1,88,5228,1699,200.0,3,1
81,0,0,3.8,42,1,27,5228,1834,700.0,3,1
82,0,0,,0,1,78,5228,2410,100.0,3,1
83,0,0,4.0,66,1,0,5228,263,300.0,3,1
84,1,0,4.4,4401,32,27,1051,470,600.0,3,1
85,0,0,3.5,31,1,78,5228,1761,200.0,3,1
86,0,0,3.5,7,1,40,5228,1153,500.0,3,1
87,0,0,3.7,21,1,78,5228,388,250.0,3,1
88,0,0,,0,1,39,5228,263,500.0,3,1
89,0,0,,0,1,92,5228,2381,400.0,3,1
90,0,0,,0,1,65,5228,2381,200.0,3,1
91,0,0,3.2,9,1,40,5228,1442,300.0,3,1
92,0,0,2.6,283,1,27,291,1761,600.0,3,1
93,0,0,3.3,62,1,8,1279,2474,800.0,3,1
94,0,0,3.8,64,1,78,5228,1222,250.0,3,1
95,0,0,3.7,39,1,27,5228,2038,950.0,3,1
96,0,0,3.7,65,1,78,3427,1338,300.0,3,1
97,1,0,3.8,71,4,40,2327,1452,400.0,3,1
98,0,0,3.5,52,1,78,4300,2381,300.0,3,1
99,0,0,3.7,130,1,78,1728,2381,200.0,3,1
100,0,0,3.5,10,1,78,5228,2392,300.0,3,1
101,0,0,3.8,45,1,92,1780,254,400.0,3,1
102,0,0,3.2,11,1,19,5228,578,600.0,3,1
103,0,0,3.5,13,1,0,5228,263,300.0,3,1
104,0,0,3.4,8,1,78,5228,473,300.0,3,1
105,0,0,,0,1,92,5228,330,250.0,3,1
106,0,0,3.2,9,1,78,5228,388,300.0,3,1
107,0,0,3.2,4,1,78,5228,1761,300.0,3,1
108,0,0,3.1,29,1,78,5228,1761,150.0,3,1
109,0,0,3.4,8,1,0,5228,263,400.0,3,1
110,0,0,,0,1,40,5228,1686,150.0,3,1
111,0,0,,0,1,0,5228,254,300.0,3,1
112,0,0,,0,1,78,5228,2211,200.0,3,1
113,0,0,,0,1,92,5228,2381,150.0,3,1
114,0,0,,0,1,40,5228,1454,150.0,3,1
115,0,0,,0,1,78,5228,1661,250.0,3,1
116,0,0,3.1,30,1,8,5228,880,1.0,3,1
117,1,0,4.1,201,1,78,2803,2489,300.0,3,1
118,0,0,3.3,7,1,78,5228,1661,200.0,3,1
119,0,0,3.1,6,1,78,5228,1334,100.0,3,1
120,0,0,3.3,17,1,78,5228,2556,200.0,3,1
121,0,0,2.9,25,1,40,5228,1449,200.0,3,1
122,0,0,,0,1,39,5228,2494,400.0,3,1
123,0,0,,0,1,78,5228,428,350.0,3,1
124,0,0,3.3,8,1,39,5228,2381,100.0,3,1
125,0,0,,0,1,78,5228,2296,150.0,3,1
126,0,0,,0,1,78,5228,2381,150.0,3,1
127,0,0,,0,1,14,5228,359,200.0,3,1
128,0,0,,0,1,17,5228,350,150.0,3,1
129,0,0,,0,1,92,5228,2381,400.0,3,1
130,0,0,,0,1,78,5228,2410,150.0,3,1
131,0,0,,0,1,78,5228,54,250.0,3,1
132,0,0,,0,1,78,5228,388,250.0,3,1
133,0,0,,0,1,78,5228,2392,150.0,3,1
134,0,0,,0,1,38,5228,1153,200.0,3,1
135,0,0,,0,1,80,5228,1407,350.0,3,1
136,0,0,,0,1,78,5228,2392,300.0,3,1
137,1,0,4.0,771,1,27,3468,2474,450.0,3,1
138,0,0,3.0,98,1,8,3412,1834,800.0,3,1
139,1,0,3.9,47,4,78,5228,2381,200.0,3,1
140,1,1,4.1,175,32,27,2029,2476,500.0,3,1
141,1,0,3.8,58,1,78,5228,2425,300.0,3,1
142,1,0,3.8,540,4,27,4282,2053,650.0,3,1
143,1,0,3.8,124,49,78,4268,908,400.0,3,1
144,1,0,4.1,340,1,92,3530,2102,500.0,3,1
145,1,0,3.8,505,1,78,548,535,450.0,3,1
146,1,0,4.1,438,32,40,4243,1180,500.0,3,1
147,1,0,3.7,264,57,27,2476,1860,750.0,3,1
148,1,0,3.9,169,49,14,5228,365,150.0,3,1
149,1,0,3.0,67,49,78,5228,1834,250.0,3,1
150,1,0,3.7,97,32,78,1035,2091,350.0,3,1
151,1,0,3.3,12,4,92,5228,388,300.0,3,1
152,1,0,3.3,12,1,78,5228,388,300.0,3,1
153,1,0,3.6,195,32,27,4181,934,800.0,3,1
154,1,0,3.3,13,4,47,5228,1185,300.0,3,1
155,1,0,4.6,228,32,19,3888,588,400.0,3,1
156,1,0,4.1,70,4,78,5228,2410,150.0,3,1
157,1,1,4.1,364,32,27,3242,2610,1.2,3,1
158,1,0,3.7,107,4,14,2560,354,150.0,3,1
159,1,0,3.2,167,49,78,1623,2483,300.0,3,1
160,1,0,4.0,115,1,88,5228,1699,400.0,3,1
161,1,0,3.7,27,1,92,5228,1510,400.0,3,1
162,1,0,3.5,57,1,78,5228,388,200.0,3,1
163,1,0,3.8,120,1,78,5228,2024,250.0,3,1
164,1,0,3.8,15,4,0,5228,254,400.0,3,1
165,1,0,4.2,64,4,78,3894,2315,500.0,3,1
166,1,0,3.6,66,1,78,5228,2381,150.0,3,1
167,1,0,3.0,290,1,78,1114,1863,450.0,3,1
168,1,0,4.1,233,4,78,893,2537,200.0,3,1
169,1,0,3.8,115,49,78,3815,1316,250.0,3,1
170,1,0,3.1,119,1,27,5228,391,700.0,3,1
171,1,1,3.9,291,32,19,631,600,650.0,3,1
172,1,0,4.5,155,32,14,4551,375,300.0,3,1
173,1,0,4.1,305,49,27,3930,1467,700.0,3,1
174,1,0,3.6,46,1,78,5228,1288,500.0,3,1
175,1,0,3.5,45,49,78,5228,312,350.0,3,1
176,1,0,3.9,38,1,40,2134,1442,150.0,3,1
177,1,0,3.9,441,1,78,259,2477,400.0,3,1
178,1,0,3.9,25,4,78,5228,2381,100.0,3,1
179,1,0,4.3,630,32,78,3573,2217,200.0,3,1
180,1,0,3.8,25,49,78,5228,2381,150.0,3,1
181,1,0,3.9,160,49,78,5200,119,300.0,3,1
182,1,0,4.2,287,1,78,3455,1761,350.0,3,1
183,1,0,3.6,11,4,78,5228,2381,100.0,3,1
184,1,0,4.1,402,1,19,5173,557,500.0,3,1
185,1,0,3.8,469,4,27,2819,1856,750.0,3,1
186,1,0,3.3,511,49,27,4664,239,550.0,3,1
187,1,0,3.9,57,1,78,5228,2489,200.0,3,1
188,1,0,3.4,14,1,78,5228,2381,300.0,3,1
189,1,0,3.9,264,1,78,2459,2381,200.0,3,1
190,1,0,3.0,62,1,19,484,700,400.0,3,1
191,1,0,3.8,693,1,27,4747,2252,750.0,3,1
192,1,0,3.8,242,32,27,3179,1654,650.0,3,1
193,1,0,3.6,27,4,40,5228,1215,250.0,3,1
194,1,0,4.1,163,4,78,5198,1050,500.0,3,1
195,1,0,4.2,191,4,78,2799,2556,250.0,3,1
196,1,0,3.5,32,1,78,2119,2269,150.0,3,1
197,1,0,2.5,247,1,27,3479,1761,500.0,3,1
198,1,1,4.1,2339,32,27,5060,1852,1.5,3,1
199,1,0,4.1,337,32,78,3268,839,300.0,3,1
200,1,0,3.9,135,1,27,4719,1872,800.0,3,1
201,1,0,3.6,172,84,27,259,1834,700.0,3,1
202,1,0,3.6,105,1,27,3791,2629,700.0,3,1
203,1,0,4.2,504,1,19,5172,744,550.0,3,1
204,1,0,3.2,36,49,78,5228,1338,200.0,3,1
205,1,0,3.1,39,49,78,5228,1761,300.0,3,1
206,1,0,3.1,5,49,27,5228,1863,500.0,3,1
207,1,0,,0,4,78,5228,1834,300.0,3,1
208,1,1,4.3,1129,32,27,3925,1517,1.3,3,1
209,1,0,3.9,56,49,78,5228,1834,350.0,3,1
210,1,0,4.3,860,1,40,3148,1178,500.0,3,1
211,1,0,3.8,412,32,27,2652,106,700.0,3,1
212,1,1,3.9,142,32,27,2999,1658,1.0,3,1
213,1,0,3.0,23,32,78,5228,54,400.0,3,1
214,1,0,3.6,143,32,27,4060,2395,750.0,3,1
215,1,1,2.8,80,32,27,5228,2386,500.0,3,1
216,1,0,3.6,16,29,27,5228,2381,400.0,3,1
217,1,0,4.4,181,32,14,3677,382,250.0,3,1
218,1,0,3.8,70,32,78,4772,2211,200.0,3,1
219,1,0,3.8,164,4,78,3967,2256,600.0,3,1
220,1,0,3.6,58,49,78,572,597,650.0,3,1
221,0,0,3.8,148,4,29,3560,1830,550.0,3,1
222,0,0,3.9,206,4,78,1024,2463,450.0,3,1
223,0,0,,0,4,0,5228,263,300.0,3,1
224,0,0,,0,29,40,5228,1442,200.0,3,1
225,0,0,3.6,16,57,78,5228,2381,300.0,3,1
226,0,0,3.7,217,4,27,849,1956,450.0,3,1
227,0,0,3.6,46,4,78,5228,109,450.0,3,1
228,0,0,3.8,148,4,78,4487,1338,150.0,3,1
229,0,0,3.4,30,4,40,5228,1153,250.0,3,1
230,0,0,3.6,8,57,27,5228,2139,800.0,3,1
231,0,0,3.3,4,32,78,5228,2381,250.0,3,1
232,0,0,3.5,15,4,6,5228,254,400.0,3,1
233,0,0,,0,4,78,5228,2381,100.0,3,1
234,0,0,,0,84,78,5228,1834,300.0,3,1
235,0,0,,0,32,78,5228,2157,200.0,3,1
236,1,0,3.4,9,84,78,5228,2537,200.0,3,1
237,0,0,,0,87,78,5228,1857,350.0,3,1
238,1,0,3.7,31,57,78,5228,2469,300.0,3,1
239,1,0,2.9,177,32,27,4028,1859,700.0,3,1
240,1,0,3.7,22,4,88,5228,1689,250.0,3,1
241,1,0,3.5,10,49,14,5228,1530,100.0,3,1
242,1,0,3.7,136,1,78,5111,2309,600.0,3,1
243,1,0,2.9,35,49,78,5228,1834,250.0,3,1
244,1,0,4.1,185,32,78,1985,1535,200.0,3,1
245,1,0,3.2,17,32,19,5228,685,900.0,3,1
246,1,0,3.8,155,57,27,3743,2489,400.0,3,1
247,1,0,3.8,42,1,78,4313,2474,300.0,3,1
248,1,0,3.8,286,4,27,3310,1761,600.0,3,1
249,1,0,3.8,160,1,27,2818,1834,700.0,3,1
250,1,0,3.8,59,1,27,4738,1834,750.0,3,1
251,1,0,3.5,90,32,27,5228,2344,500.0,3,1
252,1,0,3.7,51,49,78,5228,2463,350.0,3,1
253,1,0,4.0,89,32,78,2046,2391,200.0,3,1
254,1,0,3.6,18,1,78,5228,1321,250.0,3,1
255,1,0,3.9,40,4,27,2747,1955,600.0,3,1
256,1,0,2.5,35,4,78,104,1215,200.0,3,1
257,1,0,3.4,89,32,78,5228,1939,250.0,3,1
258,1,0,3.2,11,4,78,5228,343,150.0,3,1
259,1,0,3.6,62,1,81,3626,1491,600.0,3,1
260,1,0,3.9,33,32,40,5228,1153,300.0,3,1
261,1,0,3.8,32,32,88,5228,1185,250.0,3,1
262,1,0,4.1,139,32,27,4305,1951,550.0,3,1
263,1,0,3.2,154,87,78,5228,1215,300.0,3,1
264,1,0,3.6,14,1,0,5228,263,350.0,3,1
265,1,0,3.7,237,1,78,980,2436,200.0,3,1
266,1,0,3.9,388,1,27,1031,490,650.0,3,1
267,1,0,3.9,128,49,27,2758,2433,500.0,3,1
268,1,1,4.1,1875,32,27,1533,1764,1.2,3,1
269,1,0,3.8,90,1,19,2172,557,650.0,3,1
270,1,0,3.1,7,49,78,5228,1482,250.0,3,1
271,1,0,3.7,38,84,27,5228,2469,400.0,3,1
272,1,0,4.2,179,1,39,5114,2236,600.0,3,1
273,1,0,4.0,43,4,40,5228,1178,250.0,3,1
274,1,0,4.3,275,4,78,2508,2381,100.0,3,1
275,1,0,3.7,323,32,27,3290,956,850.0,3,1
276,1,0,3.1,28,84,27,5228,2474,400.0,3,1
277,1,0,3.9,18,4,78,5228,2447,200.0,3,1
278,1,0,3.3,6,4,78,5228,2556,100.0,3,1
279,1,0,,0,4,40,5228,330,100.0,3,1
280,1,0,4.3,322,32,27,5082,2381,400.0,3,1
281,1,0,2.6,157,32,19,1717,574,450.0,3,1
282,1,0,3.9,543,4,78,2457,2436,300.0,3,1
283,1,0,3.7,180,1,19,3856,759,500.0,3,1
284,1,0,4.2,444,4,78,4776,2381,100.0,3,1
285,1,0,3.9,134,32,78,3500,2578,400.0,3,1
286,1,0,3.8,577,32,27,5104,2148,900.0,3,1
287,1,0,4.2,60,1,78,5228,2489,200.0,3,1
288,1,0,3.9,144,32,27,2693,1939,550.0,3,1
289,1,0,4.1,787,1,27,2945,922,800.0,3,1
290,1,0,3.6,16,4,78,5228,2381,200.0,3,1
291,1,0,3.6,84,1,78,1666,2474,250.0,3,1
292,1,0,3.6,95,1,78,5228,2518,150.0,3,1
293,1,1,4.0,349,1,27,4620,2339,1.2,3,1
294,1,0,3.7,248,49,78,4831,2012,400.0,3,1
295,1,0,4.1,216,4,19,3643,632,500.0,3,1
296,1,0,,0,49,27,5228,388,400.0,3,1
297,1,0,4.0,324,1,19,3879,719,700.0,3,1
298,1,0,2.6,231,49,78,10,1942,400.0,3,1
299,1,0,3.4,102,84,27,4128,2476,400.0,3,1
300,1,0,3.9,133,1,19,2949,692,800.0,3,1
301,1,0,2.8,45,1,27,3778,2264,800.0,3,1
302,1,0,3.9,149,49,78,5228,1264,300.0,3,1
303,1,0,3.8,75,1,78,4512,1256,200.0,3,1
304,1,0,4.0,53,68,39,2556,1683,600.0,3,1
305,1,1,4.2,815,32,27,419,1834,900.0,3,1
306,1,1,4.0,633,1,27,2306,1834,800.0,3,1
307,1,0,3.5,56,32,40,5147,1451,400.0,3,1
308,1,0,3.0,82,1,78,5228,2489,300.0,3,1
309,1,0,3.7,35,32,78,5228,1215,200.0,3,1
310,1,0,3.6,20,4,78,5228,1537,150.0,3,1
311,1,0,3.1,14,49,78,5228,2432,250.0,3,1
312,1,0,3.9,70,1,40,5124,1277,400.0,3,1
313,1,0,3.9,91,32,19,2927,688,300.0,3,1
314,1,0,3.6,45,32,78,5228,388,200.0,3,1
315,1,0,3.4,7,1,78,5228,1834,250.0,3,1
316,1,0,3.8,28,1,78,5228,1215,150.0,3,1
317,1,0,3.6,24,1,27,5228,1834,600.0,3,1
318,1,0,3.8,36,4,40,5228,1186,200.0,3,1
319,1,0,3.5,11,32,78,5228,1215,200.0,3,1
320,1,0,3.8,77,49,19,2115,644,650.0,3,1
321,1,0,3.2,8,1,88,5228,1699,100.0,3,1
322,1,0,3.7,14,32,78,5228,2381,100.0,3,1
323,1,0,3.8,210,49,27,752,1888,600.0,3,1
324,1,0,4.1,130,32,19,3921,731,650.0,3,1
325,1,0,4.1,30,32,14,2744,382,100.0,3,1
326,1,0,3.8,144,1,19,3624,817,700.0,3,1
327,1,0,3.4,11,4,8,5228,2130,800.0,3,1
328,1,0,3.7,133,32,27,4342,954,700.0,3,1
329,1,0,4.0,136,32,78,5039,2436,350.0,3,1
330,1,0,3.1,4,4,78,5228,2474,200.0,3,1
331,1,0,3.5,11,4,90,5228,1698,200.0,3,1
332,1,0,3.8,74,4,78,1674,2474,300.0,3,1
333,1,0,3.7,30,4,78,5228,2497,300.0,3,1
334,1,0,3.0,7,4,78,5228,2401,200.0,3,1
335,1,0,3.8,75,1,26,5228,771,200.0,3,1
336,1,0,3.7,54,4,19,3653,588,600.0,3,1
337,1,0,3.6,23,4,59,5228,339,100.0,3,1
338,1,0,3.2,119,1,27,5228,1834,400.0,3,1
339,1,0,3.7,73,1,78,5228,429,400.0,3,1
340,1,0,3.4,58,4,19,2681,685,400.0,3,1
341,1,0,3.6,129,1,27,4618,1656,600.0,3,1
342,1,0,3.6,24,1,78,5228,419,250.0,3,1
343,1,0,3.0,175,49,78,5228,880,400.0,3,1
344,1,0,3.7,21,57,78,5228,2381,300.0,3,1
345,1,0,3.5,41,80,58,3797,2254,400.0,3,1
346,1,0,3.6,35,32,78,5228,2359,300.0,3,1
347,1,0,4.1,176,4,27,454,95,800.0,3,1
348,1,0,3.5,45,1,14,5228,356,300.0,3,1
349,1,0,3.7,47,32,82,394,1275,400.0,3,1
350,1,1,3.7,36,32,27,5109,910,650.0,3,1
351,1,0,3.8,52,49,17,5228,343,400.0,3,1
352,1,0,2.7,123,1,78,5228,1215,200.0,3,1
353,1,0,3.6,59,49,27,5228,1761,700.0,3,1
354,1,0,3.2,4,49,78,5228,2392,300.0,3,1
355,1,0,3.8,101,1,78,5228,429,400.0,3,1
356,1,0,3.7,54,1,16,5228,1164,400.0,3,1
357,1,0,,0,1,78,5228,2381,200.0,3,1
358,1,0,3.6,22,4,78,5228,1215,200.0,3,1
359,1,0,3.1,31,1,91,5228,2294,250.0,3,1
360,1,0,3.0,29,49,19,5228,688,500.0,3,1
361,1,0,3.4,6,32,14,5228,330,100.0,3,1
362,1,0,3.0,22,4,78,5228,2474,250.0,3,1
363,1,0,2.9,11,1,78,5228,1761,500.0,3,1
364,1,0,3.9,101,4,78,4775,2381,150.0,3,1
365,1,1,4.1,442,32,76,3779,1058,1.2,3,1
366,1,0,3.5,155,4,78,5228,429,400.0,3,1
367,1,0,3.4,12,1,17,5228,350,150.0,3,1
368,1,0,3.6,15,4,78,5228,2381,100.0,3,1
369,1,0,3.5,10,4,78,5228,2381,200.0,3,1
370,1,0,3.8,25,1,78,5228,2381,300.0,3,1
371,1,0,3.8,61,1,78,5228,1834,300.0,3,1
372,1,0,3.7,23,84,78,5228,946,300.0,3,1
373,1,0,3.8,25,4,78,5228,2328,350.0,3,1
374,1,0,3.7,40,49,78,5228,2482,200.0,3,1
375,1,0,3.3,4,4,78,5228,2281,100.0,3,1
376,1,0,3.4,8,4,78,5228,1338,150.0,3,1
377,1,0,3.5,32,49,78,5228,1834,300.0,3,1
378,1,0,3.3,10,4,78,5228,2381,200.0,3,1
379,1,0,3.4,6,4,78,5228,1321,300.0,3,1
380,1,0,3.8,53,32,78,5178,1446,250.0,3,1
381,1,0,3.7,67,49,27,5228,1761,700.0,3,1
382,1,0,2.9,23,32,88,5228,1686,250.0,3,1
383,1,0,3.4,19,1,78,5228,2469,200.0,3,1
384,1,0,3.6,24,1,78,5228,1176,300.0,3,1
385,1,0,4.0,232,32,78,2325,2410,400.0,3,1
386,1,0,3.9,221,32,27,2704,792,700.0,3,1
387,1,1,4.1,1063,32,28,3664,1493,1.2,3,1
388,1,0,3.7,93,4,78,2836,2537,200.0,3,1
389,1,0,3.9,233,32,27,1747,1515,800.0,3,1
390,1,0,3.9,211,32,27,4414,1268,500.0,3,1
391,1,0,4.0,1778,32,78,1733,2189,200.0,3,1
392,1,0,3.6,218,87,27,5056,1951,800.0,3,1
393,1,0,3.7,514,4,19,3898,715,600.0,3,1
394,1,1,4.0,866,32,27,2916,1976,900.0,3,1
395,1,0,3.2,96,49,78,3522,1761,400.0,3,1
396,1,0,3.5,80,1,78,4198,2618,250.0,3,1
397,1,0,4.0,73,4,0,2678,285,300.0,3,1
398,1,0,3.9,84,32,88,1813,1699,400.0,3,1
399,1,0,3.5,88,1,78,1111,2477,350.0,3,1
400,1,0,3.5,179,1,27,2288,1856,600.0,3,1
401,1,0,3.8,61,4,78,4739,1529,100.0,3,1
402,1,0,3.7,128,84,27,1949,1869,450.0,3,1
403,1,0,3.8,339,32,78,4130,2474,400.0,3,1
404,1,0,4.1,449,4,78,2828,2537,100.0,3,1
405,1,0,4.1,210,32,42,1992,330,150.0,3,1
406,1,0,3.7,57,4,78,5228,1548,200.0,3,1
407,1,0,3.0,213,1,78,3180,2160,400.0,3,1
408,1,0,3.2,208,32,17,2232,2592,250.0,3,1
409,1,0,3.8,70,1,78,2779,2381,100.0,3,1
410,1,0,4.0,219,4,19,3855,712,600.0,3,1
411,1,0,3.7,59,1,78,3510,2211,200.0,3,1
412,1,0,3.1,10,1,78,5228,1238,500.0,3,1
413,1,0,3.0,9,49,78,5228,1302,400.0,3,1
414,1,0,3.7,124,49,27,287,480,750.0,3,1
415,1,0,3.7,19,49,78,5228,2381,100.0,3,1
416,1,0,,0,32,92,5228,1761,300.0,3,1
417,1,0,3.3,4,4,78,5228,1425,150.0,3,1
418,1,0,3.3,4,49,40,5228,1178,150.0,3,1
419,1,0,3.8,21,4,40,5228,1449,200.0,3,1
420,1,0,3.4,8,1,79,5228,2389,250.0,3,1
421,1,0,3.5,10,49,78,5228,1951,400.0,3,1
422,1,0,,0,1,78,5228,2091,400.0,3,1
423,1,0,3.5,10,49,78,5228,1761,400.0,3,1
424,1,0,3.2,4,49,78,5228,1721,200.0,3,1
425,1,0,3.1,4,1,39,5228,1761,350.0,3,1
426,1,0,,0,84,78,5228,1722,300.0,3,1
427,1,0,3.6,16,29,92,5228,1416,500.0,3,1
428,1,0,,0,1,78,5228,2632,150.0,3,1
429,1,0,,0,49,92,5228,254,300.0,3,1
430,1,0,3.3,4,49,14,5228,2632,100.0,3,1
431,1,0,3.4,12,32,78,5228,1326,300.0,3,1
432,1,0,,0,32,0,5228,254,150.0,3,1
433,1,0,3.9,14,32,27,5228,2136,600.0,3,1
434,1,0,3.7,0,32,78,5228,1941,300.0,3,1
435,1,0,2.8,5,13,92,5228,2415,199.0,3,1
436,1,0,3.3,5,4,28,5228,2477,800.0,3,1
437,1,0,3.5,15,1,78,5228,2158,250.0,3,1
438,1,0,3.4,4,4,27,5228,2012,500.0,3,1
439,1,0,,0,57,46,5228,2333,250.0,3,1
440,1,0,3.6,17,4,78,5228,839,300.0,3,1
441,1,0,3.3,6,1,78,5228,2469,500.0,3,1
442,1,0,3.4,10,1,78,5228,2381,100.0,3,1
443,1,1,4.1,775,1,27,3628,2091,800.0,3,1
444,1,1,4.2,2022,32,27,5050,2136,1.0,3,1
445,1,0,,0,4,78,5228,1761,100.0,3,1
446,1,1,4.2,150,1,19,2900,719,600.0,3,1
447,1,0,4.0,232,4,27,3416,1834,750.0,3,1
448,1,0,3.9,38,4,78,5228,792,200.0,3,1
449,1,1,3.5,431,32,27,2169,1761,800.0,3,1
450,1,1,4.2,2115,1,27,3906,2262,800.0,3,1
451,1,0,3.4,30,84,78,5228,1247,200.0,3,1
452,1,0,4.2,150,32,27,2583,1761,800.0,3,1
453,1,0,3.3,12,49,78,5228,812,200.0,3,1
454,1,0,3.8,155,32,27,3732,2489,450.0,3,1
455,1,0,3.7,33,4,78,5228,1215,200.0,3,1
456,1,1,4.1,666,32,28,38,65,1.0,3,1
457,1,0,,0,32,78,5228,1301,200.0,3,1
458,1,0,3.9,240,4,19,2144,557,700.0,3,1
459,1,0,3.8,918,1,22,1405,743,800.0,3,1
460,1,0,4.0,465,32,27,795,2489,600.0,3,1
461,1,1,4.1,970,32,69,1539,1995,1.5,3,1
462,1,0,3.3,128,1,78,2605,1834,300.0,3,1
463,1,0,3.6,241,49,78,2992,1834,300.0,3,1
464,1,0,3.4,22,1,78,5228,2381,200.0,3,1
465,1,0,4.3,734,1,78,3462,2489,200.0,3,1
466,1,0,3.8,130,32,78,299,1802,400.0,3,1
467,1,0,4.2,261,32,19,4517,630,700.0,3,1
468,1,0,4.0,191,49,78,259,2490,300.0,3,1
469,1,0,4.1,364,4,27,2770,2429,550.0,3,1
470,1,0,3.8,133,1,78,5228,1661,300.0,3,1
471,1,0,3.9,888,1,27,4714,2169,750.0,3,1
472,1,0,3.1,13,1,19,5228,615,400.0,3,1
473,1,0,3.9,750,4,27,1727,1951,500.0,3,1
