,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
20911,1,0,3.5,13,0,91,5228,1529,100.0,3,12
20912,1,0,3.6,241,49,78,2992,1834,300.0,3,12
20913,1,0,3.6,11,0,14,5228,1462,200.0,3,12
20914,1,0,3.8,23,0,78,5228,840,300.0,3,12
20915,1,0,3.6,64,0,78,5228,1565,350.0,3,12
20916,1,0,3.8,367,0,27,2620,1761,600.0,3,12
20917,1,0,3.0,348,3,78,3856,2252,400.0,3,12
20918,1,0,3.3,15,3,78,5228,1215,350.0,3,12
20919,1,0,,0,0,78,5228,1215,250.0,3,12
20920,1,0,,0,29,39,5228,2472,500.0,3,12
20921,1,0,3.3,4,3,53,5228,2571,300.0,3,12
20922,1,0,3.9,37,29,78,3955,1136,400.0,3,12
20923,1,0,3.1,89,0,78,2233,2079,350.0,3,12
20924,1,0,3.1,42,0,78,5228,1821,800.0,3,12
20925,1,0,4.3,864,1,40,3148,1178,500.0,3,12
20926,1,1,4.1,1064,32,28,3664,1493,1.2,3,12
20927,1,0,4.1,206,29,81,612,597,650.0,3,12
20928,1,0,3.7,37,29,39,980,465,600.0,3,12
20929,1,0,3.6,8,29,78,5228,2381,300.0,3,12
20930,1,0,3.9,212,32,27,4414,1395,500.0,3,12
20931,1,0,,0,3,40,5228,1185,300.0,3,12
20932,1,0,3.7,11,3,78,5228,977,250.0,3,12
20933,1,0,3.2,36,49,78,5228,1338,200.0,3,12
20934,1,0,4.2,289,3,78,510,7,400.0,3,12
20935,1,0,4.4,677,3,59,2645,1158,500.0,3,12
20936,1,0,4.2,170,29,19,5131,590,600.0,3,12
20937,1,0,3.7,28,3,19,5228,685,900.0,3,12
20938,1,0,3.9,135,32,78,4197,1321,350.0,3,12
20939,1,0,3.4,64,3,78,5228,1761,200.0,3,12
20940,1,0,,0,49,27,5228,388,400.0,3,12
20941,1,1,4.4,2241,3,28,3841,1122,1.2,3,12
20942,1,0,3.9,52,32,78,2762,2469,200.0,3,12
20943,1,0,,0,0,39,5228,330,300.0,3,12
20944,1,0,3.7,54,32,78,5228,183,400.0,3,12
20945,1,0,3.3,4,29,39,5228,1392,600.0,3,12
20946,1,0,3.3,9,3,39,5228,553,300.0,3,12
20947,1,0,3.9,92,32,78,846,380,200.0,3,12
20948,1,0,4.1,91,29,0,1792,263,500.0,3,12
20949,1,0,3.3,6,3,53,5228,2294,250.0,3,12
20950,1,0,,0,48,78,5228,388,200.0,3,12
20951,1,0,3.8,46,29,78,3859,2236,450.0,3,12
20952,1,0,3.9,386,29,78,5002,2256,600.0,3,12
20953,1,0,3.7,27,0,14,5228,359,100.0,3,12
20954,1,0,2.8,91,0,78,615,2618,400.0,3,12
20955,1,1,4.3,1265,32,29,3022,1399,800.0,3,12
20956,1,0,3.6,26,3,78,5228,2556,200.0,3,12
20957,1,0,3.4,8,29,78,5228,2587,250.0,3,12
20958,1,0,3.5,10,0,78,5228,1802,250.0,3,12
20959,1,0,3.3,100,3,78,5228,1238,250.0,3,12
20960,1,0,4.1,799,32,19,3892,686,400.0,3,12
20961,1,0,4.2,309,0,39,57,1587,600.0,3,12
20962,1,0,4.0,1310,29,27,2127,978,750.0,3,12
20963,1,0,3.4,11,32,78,5228,1326,300.0,3,12
20964,1,1,3.7,205,32,73,2873,820,1.0,3,12
20965,1,0,3.8,338,0,27,1929,92,800.0,3,12
20966,1,0,3.8,46,29,19,2036,525,450.0,3,12
20967,1,0,3.9,671,0,27,2596,1761,500.0,3,12
20968,1,0,4.0,41,3,53,5124,694,400.0,3,12
20969,1,0,3.8,156,32,27,3732,2489,450.0,3,12
20970,1,0,3.8,52,49,17,5228,343,400.0,3,12
20971,1,0,3.3,90,32,78,5228,1939,250.0,3,12
20972,1,0,3.9,42,29,40,4051,1699,250.0,3,12
20973,1,0,3.3,117,49,78,4208,2024,250.0,3,12
20974,1,0,,0,29,39,5228,1976,500.0,3,12
20975,1,0,3.6,60,32,78,5228,502,400.0,3,12
20976,1,0,3.1,70,3,78,5228,429,250.0,3,12
20977,1,0,3.6,13,29,14,5228,364,250.0,3,12
20978,1,0,3.1,320,29,27,2057,2054,700.0,3,12
20979,1,0,3.9,34,29,27,4570,1656,750.0,3,12
20980,1,0,3.3,7,3,88,5228,1691,300.0,3,12
20981,1,0,3.1,17,3,40,5228,264,450.0,3,12
20982,1,0,3.7,98,29,27,5228,2476,500.0,3,12
20983,1,0,3.7,48,0,78,5228,1437,350.0,3,12
20984,1,0,3.6,11,3,40,5228,1153,150.0,3,12
20985,1,0,2.9,23,32,88,5228,1686,250.0,3,12
20986,1,0,3.7,16,32,78,5228,2381,100.0,3,12
20987,1,0,3.8,44,29,59,5228,2542,250.0,3,12
20988,1,0,4.0,130,0,40,2417,1442,230.0,3,12
20989,1,0,3.7,81,29,78,562,1238,500.0,3,12
20990,1,0,4.1,140,29,78,5038,2381,100.0,3,12
20991,1,0,,0,29,39,5228,1113,600.0,3,12
20992,1,0,3.4,7,1,78,5228,2469,500.0,3,12
20993,1,0,3.8,55,32,78,5178,1446,250.0,3,12
20994,1,0,4.0,204,0,20,4857,578,500.0,3,12
20995,1,0,3.8,122,7,39,4841,2236,750.0,3,12
20996,1,0,3.1,106,3,27,5228,880,450.0,3,12
20997,1,0,3.5,8,0,40,5228,1442,130.0,3,12
20998,1,0,3.8,61,0,78,3098,318,300.0,3,12
20999,1,0,,0,29,39,5228,1761,500.0,3,12
21000,1,0,4.4,181,32,14,3677,382,250.0,3,12
21001,1,0,3.1,25,3,92,5228,1321,100.0,3,12
21002,1,0,4.1,193,32,40,3319,1178,300.0,3,12
21003,1,0,3.6,25,32,40,5228,1449,250.0,3,12
21004,1,0,3.8,210,49,27,752,1888,600.0,3,12
21005,1,0,3.7,18,49,6,5228,273,400.0,3,12
21006,1,0,,0,29,39,5228,2381,600.0,3,12
21007,1,0,2.8,39,29,27,5228,792,1.0,3,12
21008,1,0,4.0,71,0,40,5127,1159,300.0,3,12
21009,1,0,,0,0,92,5228,330,350.0,3,12
21010,1,0,3.7,37,29,27,5228,202,800.0,3,12
21011,1,0,3.5,9,38,27,5228,95,600.0,3,12
21012,1,0,3.7,47,32,82,318,1275,400.0,3,12
21013,1,0,4.0,467,32,27,795,2489,600.0,3,12
21014,1,0,4.4,359,32,40,3806,1159,400.0,3,12
21015,1,0,3.6,23,3,6,5228,254,450.0,3,12
21016,1,0,3.6,10,29,78,5228,2277,200.0,3,12
21017,1,0,3.9,99,3,78,5228,2469,300.0,3,12
21018,1,0,3.0,6,3,57,5228,1684,400.0,3,12
21019,1,0,,0,29,0,5228,1155,400.0,3,12
21020,1,0,3.7,46,3,27,5228,2152,600.0,3,12
21021,1,0,,0,29,39,5228,977,500.0,3,12
21022,1,1,4.2,1033,29,28,4610,964,1.1,3,12
21023,1,1,4.1,459,29,27,738,1062,700.0,3,12
21024,1,0,3.7,41,29,40,5228,1178,150.0,3,12
21025,1,1,4.1,446,32,76,3780,1058,1.2,3,12
21026,1,0,3.2,34,29,78,5228,1699,150.0,3,12
21027,1,1,4.1,590,29,28,4735,1054,1.2,3,12
21028,1,0,3.1,21,3,53,5228,2618,250.0,3,12
21029,1,0,3.4,16,3,14,5228,354,150.0,3,12
21030,1,0,3.4,5,0,80,5228,343,300.0,3,12
21031,1,0,3.5,13,0,78,5228,1215,300.0,3,12
21032,1,0,3.1,6,49,78,5228,1834,300.0,3,12
21033,1,0,3.1,10,29,53,5228,2392,500.0,3,12
21034,1,0,3.4,9,0,78,5228,1761,250.0,3,12
21035,1,0,3.4,14,0,78,5228,1761,300.0,3,12
21036,1,0,3.6,19,3,53,5228,2573,800.0,3,12
21037,1,0,3.4,19,3,88,5228,1699,250.0,3,12
21038,1,0,3.5,80,32,27,315,99,750.0,3,12
21039,1,0,3.4,19,38,78,5228,2474,400.0,3,12
21040,1,0,3.9,153,29,53,450,675,400.0,3,12
21041,1,0,4.2,249,0,42,4967,330,500.0,3,12
21042,1,0,3.4,5,29,78,5228,880,300.0,3,12
21043,1,0,2.6,60,0,19,5228,557,900.0,3,12
21044,1,0,3.7,35,0,78,5228,1576,200.0,3,12
21045,1,0,,0,3,78,5228,880,250.0,3,12
21046,1,0,3.5,40,0,27,5228,2136,350.0,3,12
21047,1,0,3.3,4,29,17,5228,362,200.0,3,12
21048,1,0,4.1,232,29,27,3765,1976,1.0,3,12
21049,1,0,2.6,51,0,92,5228,169,300.0,3,12
21050,1,0,3.3,4,49,14,5228,2632,100.0,3,12
21051,1,1,4.3,1907,32,19,3708,669,800.0,3,12
21052,1,0,4.4,658,32,17,3389,343,600.0,3,12
21053,1,0,4.0,89,32,78,2046,2391,200.0,3,12
21054,1,0,3.6,27,29,27,5228,1834,600.0,3,12
21055,1,0,3.9,74,32,27,3882,194,800.0,3,12
21056,1,0,4.0,1781,32,78,1733,2189,200.0,3,12
21057,1,0,3.5,32,49,78,5228,1834,300.0,3,12
21058,1,0,4.1,956,29,27,2054,2516,600.0,3,12
21059,1,0,3.3,7,29,92,5228,2290,300.0,3,12
21060,1,0,3.9,51,0,14,5228,1406,200.0,3,12
21061,1,0,2.8,165,3,78,5228,1611,450.0,3,12
21062,1,0,,0,29,78,5228,2563,150.0,3,12
21063,1,0,3.8,32,3,59,5228,2537,200.0,3,12
21064,1,0,,0,3,0,5228,263,400.0,3,12
21065,1,0,4.2,265,32,19,4518,630,700.0,3,12
21066,1,0,3.6,60,49,27,5228,1761,700.0,3,12
21067,1,0,3.1,7,0,78,5228,1809,400.0,3,12
21068,1,0,3.2,12,0,78,5228,2618,250.0,3,12
21069,1,0,3.6,28,0,40,5228,1449,450.0,3,12
21070,1,0,3.6,323,3,53,3620,2256,800.0,3,12
21071,1,0,4.1,30,32,14,2744,382,100.0,3,12
21072,1,0,4.0,77,29,78,4652,1537,150.0,3,12
21073,1,0,3.5,51,3,78,5228,1293,200.0,3,12
21074,1,0,,0,80,92,5228,388,400.0,3,12
21075,1,0,2.8,19,32,78,5228,956,300.0,3,12
21076,1,0,2.7,85,29,19,3873,759,500.0,3,12
21077,1,0,3.7,72,32,27,1133,1857,450.0,3,12
21078,1,0,4.0,129,32,40,2415,1153,300.0,3,12
21079,1,0,3.0,36,0,78,5228,1834,200.0,3,12
21080,1,0,3.8,614,0,19,3702,730,600.0,3,12
21081,1,0,3.7,28,0,39,5228,1872,350.0,3,12
21082,1,0,3.0,4,29,92,5228,1215,300.0,3,12
21083,1,0,,0,29,40,5228,1444,80.0,3,12
21084,1,0,3.5,8,0,14,5228,330,200.0,3,12
21085,1,0,3.9,247,32,19,2680,649,400.0,3,12
21086,1,0,3.2,7,29,80,5228,273,150.0,3,12
21087,1,0,3.9,914,29,8,213,1936,1.0,3,12
21088,1,0,3.7,55,29,78,1666,2525,200.0,3,12
21089,1,0,4.0,137,32,78,5039,2436,350.0,3,12
21090,1,0,3.8,77,49,19,2115,644,600.0,3,12
21091,1,0,3.8,145,1,19,3624,817,700.0,3,12
21092,1,0,3.9,410,29,27,2576,1834,500.0,3,12
21093,1,0,3.9,181,29,40,5159,1153,400.0,3,12
21094,1,0,3.1,8,29,91,5228,263,500.0,3,12
21095,1,0,,0,49,39,5228,792,600.0,3,12
21096,1,0,3.8,171,29,78,17,1761,250.0,3,12
21097,1,0,3.3,4,3,39,5228,2591,200.0,3,12
21098,1,0,,0,7,91,5228,1713,200.0,3,12
21099,1,0,3.9,14,32,27,5228,2136,600.0,3,12
21100,1,0,3.8,89,29,40,2674,1450,400.0,3,12
21101,1,0,3.1,59,0,78,5228,311,400.0,3,12
21102,0,1,4.1,1445,29,19,2907,615,800.0,3,12
21103,1,0,3.5,11,32,78,5228,1215,200.0,3,12
21104,1,0,3.7,43,29,78,3994,1834,500.0,3,12
21105,1,0,3.2,7,0,78,5228,1333,400.0,3,12
21106,1,0,3.3,13,29,78,5228,2489,300.0,3,12
21107,1,0,2.9,42,0,78,2805,2167,250.0,3,12
21108,1,1,4.1,973,32,69,1539,1995,1.5,3,12
21109,1,0,3.9,70,1,40,5124,1277,400.0,3,12
21110,1,1,4.1,294,29,27,2524,1425,500.0,3,12
21111,1,0,3.4,6,0,78,5228,2136,300.0,3,12
21112,1,0,3.7,37,0,27,5228,411,400.0,3,12
21113,1,0,3.6,41,0,39,5228,254,500.0,3,12
21114,1,0,3.8,37,32,40,5228,1449,200.0,3,12
21115,1,0,,0,3,78,5228,2391,250.0,3,12
21116,1,0,3.1,9,0,78,5228,2537,150.0,3,12
21117,1,0,3.3,396,32,78,3475,1834,300.0,3,12
21118,1,0,3.8,100,0,19,508,749,700.0,3,12
21119,1,0,3.7,16,0,17,5228,343,200.0,3,12
21120,1,0,,0,7,88,5228,1686,250.0,3,12
21121,1,0,4.1,464,0,19,1686,572,500.0,3,12
21122,1,0,3.5,31,0,78,5228,1802,300.0,3,12
21123,1,1,4.0,1016,29,74,227,1350,1.3,3,12
21124,1,0,3.6,10,29,19,5228,563,500.0,3,12
21125,1,0,2.9,7,29,92,5228,2498,300.0,3,12
21126,1,0,3.1,39,29,78,5228,2489,400.0,3,12
21127,1,0,,0,32,0,5228,254,150.0,3,12
21128,1,0,3.9,203,0,78,3984,2211,300.0,3,12
21129,1,0,4.0,37,32,6,5228,273,400.0,3,12
21130,1,0,4.0,99,29,78,5228,443,250.0,3,12
21131,1,0,4.3,134,29,39,1776,263,300.0,3,12
21132,1,0,3.1,7,29,93,5228,1280,300.0,3,12
21133,1,0,3.9,339,29,78,1167,429,300.0,3,12
21134,1,0,3.8,32,32,88,5228,1185,250.0,3,12
21135,1,0,4.1,205,32,40,1302,1449,300.0,3,12
21136,1,0,3.3,13,0,39,5228,1834,400.0,3,12
21137,0,0,3.8,500,3,27,373,2178,,3,12
21138,1,0,3.6,192,0,39,1220,1390,450.0,3,12
21139,1,0,3.6,8,32,14,5228,330,200.0,3,12
21140,1,0,3.0,57,29,27,4170,950,650.0,3,12
21141,1,0,3.8,32,0,56,5228,1443,200.0,3,12
21142,1,0,3.0,28,49,19,5228,688,500.0,3,12
21143,1,0,3.4,9,49,78,5228,2421,250.0,3,12
21144,1,0,3.5,10,49,14,5228,1530,100.0,3,12
21145,1,1,3.9,681,3,27,1491,1947,800.0,3,12
21146,1,0,,0,0,19,5228,528,200.0,3,12
21147,1,0,,0,29,78,5228,2571,250.0,3,12
21148,1,0,3.0,57,32,78,2572,2014,400.0,3,12
21149,1,1,2.9,90,3,27,1,2206,800.0,3,12
21150,1,0,3.8,57,0,78,5228,1292,300.0,3,12
21151,1,0,,0,32,92,5228,1761,300.0,3,12
21152,1,0,3.2,6,0,17,5228,2590,150.0,3,12
21153,1,0,3.7,26,0,78,5228,430,400.0,3,12
21154,1,0,3.5,23,32,78,5228,2469,300.0,3,12
21155,1,0,3.9,261,29,78,5228,429,300.0,3,12
21156,1,0,3.2,23,0,92,5228,63,600.0,3,12
21157,1,0,3.9,258,0,27,1007,65,500.0,3,12
21158,1,0,3.4,30,0,78,5228,2571,300.0,3,12
21159,1,0,3.3,6,29,78,5228,1834,300.0,3,12
21160,1,0,3.6,19,3,78,5228,2474,400.0,3,12
21161,1,0,4.5,4432,32,27,1051,470,600.0,3,12
21162,0,1,4.1,1195,29,33,1020,1483,1.2,3,12
21163,1,0,4.2,465,0,78,2660,1800,300.0,3,12
21164,1,0,3.1,6,32,27,5228,1834,550.0,3,12
21165,1,0,3.4,54,0,14,5228,330,250.0,3,12
21166,1,0,3.5,15,3,27,5228,1834,600.0,3,12
21167,1,0,3.4,6,29,78,5228,1761,500.0,3,12
21168,1,0,4.1,130,32,19,3921,731,650.0,3,12
21169,1,0,3.1,55,29,78,5228,2292,200.0,3,12
21170,1,0,3.4,6,29,78,5228,2381,250.0,3,12
21171,1,0,3.6,65,7,27,2804,915,400.0,3,12
21172,1,0,4.0,23,0,78,5228,2013,400.0,3,12
21173,1,0,4.0,187,0,78,259,56,400.0,3,12
21174,1,0,4.1,138,29,27,2354,2268,800.0,3,12
21175,1,0,4.1,601,0,78,3768,2257,700.0,3,12
21176,1,0,3.5,8,0,40,5228,1178,250.0,3,12
21177,1,0,3.6,29,32,53,5228,950,400.0,3,12
21178,1,1,4.1,1405,29,33,1538,1976,1.1,3,12
21179,1,0,3.4,6,32,14,5228,330,100.0,3,12
21180,1,0,4.3,325,32,27,5082,2381,400.0,3,12
21181,1,0,3.7,23,29,78,5228,1645,350.0,3,12
21182,1,0,3.6,26,0,78,5228,2381,100.0,3,12
21183,1,0,3.6,20,32,78,5228,343,250.0,3,12
21184,1,0,3.7,15,3,40,5228,1442,400.0,3,12
21185,1,0,3.2,12,32,40,5228,1186,200.0,3,12
21186,1,0,,0,29,40,5228,1178,200.0,3,12
21187,1,1,3.8,72,29,78,1140,2280,400.0,3,12
21188,1,0,3.6,18,32,14,5228,365,150.0,3,12
21189,1,0,3.7,22,3,39,5228,1761,400.0,3,12
21190,1,0,3.8,87,3,92,5228,1302,100.0,3,12
21191,1,0,3.2,20,29,27,5228,2159,700.0,3,12
21192,1,0,3.2,45,3,39,5228,1951,400.0,3,12
21193,1,0,3.5,5,0,78,5228,610,150.0,3,12
21194,1,0,3.8,32,3,78,5228,2381,150.0,3,12
21195,1,0,3.7,20,0,78,5228,2474,300.0,3,12
21196,1,0,2.7,50,3,81,4972,844,650.0,3,12
21197,1,1,4.1,553,32,27,3665,1498,900.0,3,12
21198,1,0,3.7,46,32,78,5228,388,200.0,3,12
21199,1,1,4.0,350,1,27,4620,2339,1.2,3,12
21200,1,0,3.8,90,1,19,2172,557,650.0,3,12
21201,1,0,3.9,191,0,78,1941,429,300.0,3,12
21202,1,0,3.2,4,29,78,5228,538,300.0,3,12
21203,1,0,2.6,208,29,27,1798,943,650.0,3,12
21204,1,0,3.5,11,0,39,5228,254,250.0,3,12
21205,1,0,3.1,14,49,78,5228,2432,250.0,3,12
21206,1,1,3.6,164,49,27,4590,1387,800.0,3,12
21207,1,0,3.2,146,3,78,988,1866,350.0,3,12
21208,1,0,3.8,75,1,26,5228,771,200.0,3,12
21209,1,0,3.9,92,29,78,1696,2498,300.0,3,12
21210,1,0,3.9,126,32,78,1598,2474,400.0,3,12
21211,1,1,4.0,790,29,27,1621,1063,1.3,3,12
21212,1,0,3.5,56,32,40,5147,1451,400.0,3,12
21213,1,0,,0,32,78,5228,2410,300.0,3,12
21214,0,0,4.3,357,29,27,3288,2136,1.2,3,12
21215,1,1,2.8,80,32,27,5228,2100,700.0,3,12
21216,1,0,3.2,9,3,78,5228,2427,400.0,3,12
21217,1,0,3.4,35,0,26,5228,616,500.0,3,12
21218,1,0,4.1,295,0,27,1048,418,700.0,3,12
21219,1,0,3.1,39,49,78,5228,1761,300.0,3,12
21220,0,0,3.8,117,29,78,273,1857,350.0,3,12
21221,1,0,3.8,243,32,27,3179,1654,650.0,3,12
21222,1,1,4.2,1432,29,27,3401,91,800.0,3,12
21223,1,0,3.0,11,0,78,5228,465,300.0,3,12
21224,1,0,3.8,95,3,53,4025,1035,1.1,3,12
21225,1,0,3.4,10,0,14,5228,354,150.0,3,12
21226,1,0,3.6,798,3,27,1009,470,550.0,3,12
21227,1,0,3.8,14,32,27,5228,2474,600.0,3,12
21228,1,0,4.6,233,32,19,3890,588,400.0,3,12
21229,1,0,3.9,1189,0,78,2611,1834,500.0,3,12
21230,1,0,4.0,310,32,19,1599,628,750.0,3,12
21231,1,0,4.1,166,32,78,284,429,400.0,3,12
21232,1,0,3.3,59,0,78,5228,388,300.0,3,12
21233,1,0,3.7,42,32,40,5228,1178,400.0,3,12
21234,1,0,3.8,273,0,27,2153,1991,900.0,3,12
21235,1,0,3.7,51,3,78,2,1761,300.0,3,12
21236,1,0,3.7,133,32,27,4342,954,700.0,3,12
21237,1,0,2.3,298,7,78,4081,470,450.0,3,12
21238,1,0,3.3,4,29,78,5228,502,200.0,3,12
21239,1,0,3.6,6,0,40,5228,1442,300.0,3,12
21240,0,0,3.1,97,29,27,265,788,650.0,3,12
21241,1,0,3.2,136,3,27,4082,1857,500.0,3,12
21242,1,0,3.5,10,49,78,5228,1951,400.0,3,12
21243,1,0,3.6,34,29,40,4040,1449,300.0,3,12
21244,1,0,3.7,21,49,93,5228,2013,250.0,3,12
21245,1,0,3.5,11,49,78,5228,1761,400.0,3,12
21246,0,1,4.2,1242,29,27,2520,2273,1.2,3,12
21247,0,0,3.9,61,29,92,1074,1599,400.0,3,12
21248,0,0,3.5,12,29,78,5228,1296,100.0,3,12
21249,1,0,3.6,30,3,78,5228,2392,300.0,3,12
21250,1,0,3.8,129,0,78,1853,1834,400.0,3,12
21251,1,0,3.1,73,49,78,5228,443,300.0,3,12
21252,1,0,3.8,42,1,78,4313,2474,300.0,3,12
21253,1,0,3.7,37,29,78,5228,1390,300.0,3,12
21254,0,0,3.2,16,0,78,5228,1225,300.0,3,12
21255,0,0,3.2,9,0,78,5228,2537,100.0,3,12
21256,1,0,4.0,516,29,26,1184,717,1.0,3,12
21257,1,0,3.8,30,0,78,5228,855,400.0,3,12
21258,0,0,3.8,72,29,0,1305,263,200.0,3,12
21259,1,0,3.6,29,0,78,5228,1606,400.0,3,12
21260,1,0,3.7,28,49,78,5228,2381,100.0,3,12
21261,0,0,4.3,251,29,40,3435,1449,200.0,3,12
21262,1,0,4.1,600,3,78,3492,1761,400.0,3,12
21263,1,0,2.9,35,49,78,5228,1834,250.0,3,12
21264,1,0,3.0,39,29,78,5228,509,300.0,3,12
21265,1,0,,0,3,0,5228,254,400.0,3,12
21266,1,0,,0,29,78,5228,1834,300.0,3,12
21267,1,0,4.0,869,0,39,4821,418,500.0,3,12
21268,1,0,3.4,9,29,39,5228,1786,450.0,3,12
21269,1,0,4.0,113,29,78,939,2583,200.0,3,12
21270,1,1,3.9,728,29,19,1700,660,800.0,3,12
21271,1,0,3.4,17,0,39,5228,465,600.0,3,12
21272,1,0,3.9,891,1,27,4714,2169,750.0,3,12
21273,1,0,3.5,177,0,78,2105,318,500.0,3,12
21274,1,0,3.7,44,0,27,5228,65,550.0,3,12
21275,1,0,,0,7,92,5228,1153,800.0,3,12
21276,1,0,3.3,6,0,78,5228,1785,350.0,3,12
21277,1,0,3.5,13,3,27,5228,470,700.0,3,12
21278,1,1,3.9,564,3,27,2727,1761,900.0,3,12
21279,0,0,,0,29,78,5228,1232,600.0,3,12
21280,1,0,3.5,90,32,27,5228,2344,500.0,3,12
21281,1,0,3.3,43,49,27,5228,1834,700.0,3,12
21282,1,0,3.9,91,32,19,2927,688,300.0,3,12
21283,0,0,,0,29,78,5228,2474,250.0,3,12
21284,1,0,3.7,127,29,19,3900,724,700.0,3,12
21285,1,0,3.6,96,29,27,5228,470,600.0,3,12
21286,1,0,3.0,74,38,27,1157,95,700.0,3,12
21287,1,0,3.7,218,29,27,2750,2152,500.0,3,12
21288,1,0,2.9,154,3,78,2832,302,600.0,3,12
21289,0,0,3.7,24,29,40,5228,1155,300.0,3,12
21290,1,0,3.3,6,3,78,5228,1029,500.0,3,12
21291,1,0,2.6,22,3,6,5228,263,400.0,3,12
21292,1,0,3.6,71,0,78,4802,1908,350.0,3,12
21293,1,0,3.4,239,0,39,5228,1834,400.0,3,12
21294,1,0,4.1,210,32,42,1992,339,150.0,3,12
21295,0,1,4.3,1079,29,28,114,65,800.0,3,12
21296,1,0,3.6,142,32,27,4060,2395,750.0,3,12
21297,0,0,3.4,6,29,40,5228,1442,200.0,3,12
21298,0,0,3.8,82,29,61,1561,2250,1.0,3,12
21299,1,0,4.1,740,29,39,1280,880,500.0,3,12
21300,1,0,4.2,9,0,78,5228,2556,250.0,3,12
21301,1,1,4.2,239,29,29,546,577,600.0,3,12
21302,1,0,4.3,2420,29,27,1278,1761,800.0,3,12
21303,1,0,3.3,4,49,40,5228,1178,150.0,3,12
21304,0,0,3.2,10,29,39,5228,388,300.0,3,12
21305,1,0,3.8,86,3,39,1061,49,600.0,3,12
21306,1,1,3.8,362,32,27,2308,478,600.0,3,12
21307,1,1,3.8,256,3,27,2074,100,800.0,3,12
21308,1,0,3.5,20,3,78,5228,1644,350.0,3,12
21309,0,0,3.9,56,29,0,5228,263,350.0,3,12
21310,0,0,2.9,177,32,27,4028,1859,700.0,3,12
21311,1,0,3.9,202,3,78,3489,1834,250.0,3,12
21312,1,0,4.2,421,3,27,1194,950,700.0,3,12
21313,1,0,3.6,15,0,93,5228,1841,700.0,3,12
21314,1,0,3.9,84,32,88,1813,1699,400.0,3,12
21315,1,0,,0,3,78,5228,977,400.0,3,12
21316,1,0,4.0,539,3,27,1073,957,800.0,3,12
21317,1,0,3.8,106,29,39,3082,503,350.0,3,12
21318,0,1,3.9,48,29,27,5228,1984,900.0,3,12
21319,1,0,3.7,32,3,27,5228,2152,800.0,3,12
21320,0,0,3.8,919,29,27,2225,1761,600.0,3,12
21321,1,0,3.7,70,0,92,5228,54,300.0,3,12
21322,0,0,3.2,6,29,27,5228,1851,800.0,3,12
21323,0,0,,0,29,40,5228,1442,200.0,3,12
21324,1,1,4.3,885,32,27,4787,868,1.7,3,12
21325,1,0,4.0,109,0,78,3534,1761,300.0,3,12
21326,1,0,3.9,130,32,78,299,1802,400.0,3,12
21327,1,0,3.6,16,0,78,5228,1232,300.0,3,12
21328,1,0,3.5,12,0,78,5228,1215,250.0,3,12
21329,1,0,3.3,5,3,78,5228,1257,250.0,3,12
21330,1,0,3.7,109,3,78,4618,1644,600.0,3,12
21331,1,0,4.0,233,32,78,2325,2410,400.0,3,12
21332,1,0,3.9,38,29,78,5228,2236,400.0,3,12
21333,1,0,3.5,14,29,78,5228,2381,300.0,3,12
21334,1,0,,0,80,39,5228,1761,500.0,3,12
21335,0,1,4.1,468,29,27,3004,1617,700.0,3,12
21336,1,0,4.0,827,0,27,811,2273,500.0,3,12
21337,1,0,,0,0,78,5228,14,200.0,3,12
21338,1,0,3.8,18,3,27,5228,1640,700.0,3,12
21339,0,0,3.9,115,29,78,5042,2381,200.0,3,12
21340,0,0,3.3,9,29,53,5228,1682,400.0,3,12
21341,1,0,3.2,4,49,78,5228,2392,300.0,3,12
21342,1,0,,0,29,39,5228,14,200.0,3,12
21343,1,0,4.1,589,29,27,2936,868,700.0,3,12
21344,1,0,4.0,118,29,27,2705,950,600.0,3,12
21345,1,0,3.6,35,0,78,5228,1215,300.0,3,12
21346,1,0,3.4,7,3,14,5228,330,300.0,3,12
21347,1,0,3.5,12,0,78,5228,1225,400.0,3,12
21348,0,0,3.2,63,29,6,3697,280,600.0,3,12
21349,1,0,3.1,18,0,27,5228,1834,450.0,3,12
21350,1,0,3.9,68,0,27,751,1773,1.0,3,12
21351,1,0,3.8,217,29,78,3515,1761,450.0,3,12
21352,1,0,3.6,16,29,27,5228,2381,400.0,3,12
21353,1,0,3.7,31,0,78,5228,139,400.0,3,12
21354,0,0,3.2,8,29,78,5228,1761,300.0,3,12
21355,0,0,3.5,134,29,27,793,1834,650.0,3,12
21356,1,0,3.5,9,80,58,5228,1723,200.0,3,12
21357,1,0,3.6,18,29,65,5228,1388,200.0,3,12
21358,0,0,2.9,60,29,78,5228,56,400.0,3,12
21359,1,0,3.8,232,32,27,44,95,600.0,3,12
21360,1,1,3.8,763,29,27,2617,1761,600.0,3,12
21361,1,0,4.0,181,29,27,1948,1862,550.0,3,12
21362,1,0,3.7,32,0,76,5228,1356,900.0,3,12
21363,0,0,3.7,203,29,27,4989,1996,900.0,3,12
21364,1,0,3.9,315,32,78,5015,2564,300.0,3,12
21365,1,0,3.4,10,3,39,5228,1834,600.0,3,12
21366,0,0,3.1,138,29,78,4289,1324,300.0,3,12
21367,0,0,2.9,27,29,6,5228,254,400.0,3,12
21368,1,0,3.5,12,0,78,5228,1761,300.0,3,12
21369,1,0,3.0,68,49,78,5228,1834,250.0,3,12
